profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,error
Jean Bernard Diatta,prof. dr hab.,,Katedra Chemii Rolnej i Biogeochemii Środowiska,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0001-8487-7616,,0906d683-7b9f-42ab-80cb-5b634beaebe6,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,38.1,,1270.0,10,36152344-c22b-454a-81e4-6831f3592c91,https://sciencerep.up.poznan.pl/entities/person/36152344-c22b-454a-81e4-6831f3592c91,
Magdalena Rybus-Zając,dr hab.,,,,0000-0002-8750-7271,,3467c5f5-8457-4310-a0bc-87106dfecc13,rolnictwo i ogrodnictwo,,,3.7,,100.0,1,43b5dff2-c2d4-4c63-aa80-c2f7925e5870,https://sciencerep.up.poznan.pl/entities/person/43b5dff2-c2d4-4c63-aa80-c2f7925e5870,
Anna Dudzińska,dr,,,,0000-0003-0294-1915,,60add31a-aab8-43a7-9b49-2b55e1fcd45a,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,4.8,,280.0,3,e246b70a-93be-4a39-8707-35fa3307fa70,https://sciencerep.up.poznan.pl/entities/person/e246b70a-93be-4a39-8707-35fa3307fa70,
Dariusz Andrzej Świerk,dr hab.,,,,0000-0001-7700-8359,,7a84c765-1a71-4bf2-80c9-7d58f16a08b0,"inżynieria środowiska, górnictwo i energetyka, rolnictwo i ogrodnictwo",,,52.302,,1700.0,14,b6f27d8d-55f0-4f0f-bcc4-125ebfb562a1,https://sciencerep.up.poznan.pl/entities/person/b6f27d8d-55f0-4f0f-bcc4-125ebfb562a1,
Karolina Ratajczak,dr hab.,,,,0000-0002-4465-9697,,7c70747b-3261-4e21-9f37-3800b97b60be,rolnictwo i ogrodnictwo,,,39.3,,1420.0,16,ad982135-5e5a-49ac-86d0-5a666c1023cb,https://sciencerep.up.poznan.pl/entities/person/ad982135-5e5a-49ac-86d0-5a666c1023cb,
Jolanta Lisiecka,dr,,,,0000-0001-9263-7911,,1db2e01b-0836-4ef9-9721-2179d4f74ca9,rolnictwo i ogrodnictwo,,,13.100000000000001,,300.0,4,43a7751e-b07a-45d5-8acc-03d9270a148f,https://sciencerep.up.poznan.pl/entities/person/43a7751e-b07a-45d5-8acc-03d9270a148f,
Ewa Antonina Bretes,dr,,,,0000-0001-9218-385X,,ab1a6725-f783-4913-8331-e445af6df799,"rolnictwo i ogrodnictwo, biotechnologia, nauki biologiczne",,,11.8,,350.0,3,8086a6b6-8125-47c6-b14e-ac32562c73bd,https://sciencerep.up.poznan.pl/entities/person/8086a6b6-8125-47c6-b14e-ac32562c73bd,
Marek Aleksander Czerwiński,dr,,Katedra Łąkarstwa i Krajobrau Przyrodniczego,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0001-8570-9307,,9767c5cf-34d5-47a0-b18e-639a715a543b,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,32.676,,910.0,8,84a5f9e6-fa6a-4989-baed-3675125b04bf,https://sciencerep.up.poznan.pl/entities/person/84a5f9e6-fa6a-4989-baed-3675125b04bf,
Przemysław Olejnik,mgr inż.,,,,,,7968d6d8-8c57-449e-aedc-0a6c75435c06,rolnictwo i ogrodnictwo,,,8.3,,240.0,3,82dca4b7-b758-4794-9280-0abd0d05464d,https://sciencerep.up.poznan.pl/entities/person/82dca4b7-b758-4794-9280-0abd0d05464d,
Renata Gaj,prof. dr hab.,,Katedra Chemii Rolnej i Biogeochemii Środowiska,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-8531-7271,,0099a20d-c2b8-42c5-b38a-135c1a9a4118,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,27.5,,1790.0,50,12a7f910-9184-49e9-9c5b-bab47f24a757,https://sciencerep.up.poznan.pl/entities/person/12a7f910-9184-49e9-9c5b-bab47f24a757,
Joanna Grażyna Zyprych-Walczak,dr,,,,0000-0001-9465-3851,,5cc03903-80c7-4cb5-af58-336712e40b1a,"rolnictwo i ogrodnictwo, biotechnologia",,,36.300000000000004,,1290.0,11,a96d2343-ee65-450d-8ce2-355a51255d10,https://sciencerep.up.poznan.pl/entities/person/a96d2343-ee65-450d-8ce2-355a51255d10,
Iwona Mejza,prof. dr hab.,,,,0000-0003-1862-5095,,1d14858c-ad1a-4f68-99e3-699dc44e6cb3,rolnictwo i ogrodnictwo,,,,,20.0,1,d57650b5-f903-41cc-af19-35993c758994,https://sciencerep.up.poznan.pl/entities/person/d57650b5-f903-41cc-af19-35993c758994,
Bartosz Markiewicz,dr hab.,,,,0000-0002-0701-3336,,4dfb7059-aa77-4b05-bd40-189831f1dff7,rolnictwo i ogrodnictwo,,,5.8,,380.0,6,27b88242-ea51-40e5-be11-029db5c7aaf4,https://sciencerep.up.poznan.pl/entities/person/27b88242-ea51-40e5-be11-029db5c7aaf4,
Beata Janowska,dr hab.,,"Katedra Roślin Ozdobnych, Dendrologii i Sadownictwa","Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-6871-9316,,4f7c8b6d-6544-4916-9386-d0d92ad00dc0,rolnictwo i ogrodnictwo,,,35.7,,1110.0,15,13774455-7d69-4b02-8ba6-7b085c988fb6,https://sciencerep.up.poznan.pl/entities/person/13774455-7d69-4b02-8ba6-7b085c988fb6,
Piotr Filip Gajewski,dr hab.,,,,0000-0001-6963-5934,,a83b3949-456b-411e-b1fe-e45c9c03f852,rolnictwo i ogrodnictwo,,,8.3,,420.0,5,6497c685-3779-467c-888e-33578283af86,https://sciencerep.up.poznan.pl/entities/person/6497c685-3779-467c-888e-33578283af86,
Alicja Szabelska-Beręsewicz,dr,,,,0000-0002-1806-0891,,713edef8-b2b1-4f25-9a42-76b8697d75c1,"rolnictwo i ogrodnictwo, biotechnologia",,,50.6,,1770.0,15,6a2f8857-003b-41ec-9112-0ef6941bfd06,https://sciencerep.up.poznan.pl/entities/person/6a2f8857-003b-41ec-9112-0ef6941bfd06,
Agnieszka Krzymińska-Bródka,dr hab.,,,,0000-0002-8316-665X,,acd130a1-54dc-4565-b771-56a5beecac8f,rolnictwo i ogrodnictwo,,,17.8,,660.0,24,f849f4c7-935b-4cea-ae4f-ab9344bf6b55,https://sciencerep.up.poznan.pl/entities/person/f849f4c7-935b-4cea-ae4f-ab9344bf6b55,
Marlena Szalata,dr hab.,,,,0000-0002-0153-4317,,1044264f-95c3-43f4-afa0-e6707edc4d62,"rolnictwo i ogrodnictwo, nauki medyczne, biotechnologia",,,43.0,,1230.0,12,390055a7-a3a6-44f9-8163-a83186d978f2,https://sciencerep.up.poznan.pl/entities/person/390055a7-a3a6-44f9-8163-a83186d978f2,
Ryszard Walkowiak,dr hab.,,,,0000-0001-7007-1398,,6bcbde4a-4076-4396-a8b9-9d4cbd0fda33,rolnictwo i ogrodnictwo,,,,,,0,5687dd71-cd6a-44f8-baf1-3f16107e0358,https://sciencerep.up.poznan.pl/entities/person/5687dd71-cd6a-44f8-baf1-3f16107e0358,
Piotr Górski,dr hab.,,,,0000-0001-6511-8403,,b4895f5d-d844-4e25-9903-eb83394ea520,"nauki biologiczne, rolnictwo i ogrodnictwo",,,14.6,,790.0,18,99ab8d50-ff13-43b4-a3ed-70e714b09897,https://sciencerep.up.poznan.pl/entities/person/99ab8d50-ff13-43b4-a3ed-70e714b09897,
Alina Kałużewicz,dr hab.,,,,0000-0001-7037-7979,,c1227ef6-1be4-400a-aed6-9172aa231dab,rolnictwo i ogrodnictwo,,,0.7,,140.0,2,0514da0d-bad4-44f3-82d5-e1ba40199118,https://sciencerep.up.poznan.pl/entities/person/0514da0d-bad4-44f3-82d5-e1ba40199118,
Jakub Michalski,mgr inż.,,,,,,ac959171-132c-46d3-b5af-7adc3c2b0e5e,rolnictwo i ogrodnictwo,,,14.9,,380.0,5,8da63665-4835-4e83-a6d3-28544e67b2b4,https://sciencerep.up.poznan.pl/entities/person/8da63665-4835-4e83-a6d3-28544e67b2b4,
Laura Slebioda,mgr,,,,0000-0002-8452-4906,,a566eeab-ba95-4277-9f3b-fad3cbdbe1a8,rolnictwo i ogrodnictwo,,,6.8,,410.0,8,6345c4b6-48aa-4968-a431-73134cc5f1ed,https://sciencerep.up.poznan.pl/entities/person/6345c4b6-48aa-4968-a431-73134cc5f1ed,
Piotr Urbański,dr hab.,,,,0000-0002-6924-3663,,e98fe95d-783b-49dd-8b27-bc329b605815,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,,,,0,9ee5e5c6-e5fd-42ba-96ce-2a3e17deb2f0,https://sciencerep.up.poznan.pl/entities/person/9ee5e5c6-e5fd-42ba-96ce-2a3e17deb2f0,
Michał Krzyżaniak,dr hab.,,,,0000-0003-2393-0756,,58632078-5f94-4a44-96b7-d24803be554f,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,27.282,,1020.0,10,7e19a79c-c19b-4050-8b1d-f790d38e4f46,https://sciencerep.up.poznan.pl/entities/person/7e19a79c-c19b-4050-8b1d-f790d38e4f46,
Dominika Radzikowska-Kujawska,dr,,,,0000-0001-6989-1348,,55bc2276-b54e-4fc8-b84f-93a67551db18,rolnictwo i ogrodnictwo,,,44.5,,1350.0,13,8d273b89-061a-4f9b-b771-5fe5fb2e8bf2,https://sciencerep.up.poznan.pl/entities/person/8d273b89-061a-4f9b-b771-5fe5fb2e8bf2,
Bożena Krystyna Łukasik,dr,,,,0000-0002-4774-5187,,59e2c4df-e358-482e-a6fc-3e1fce0a106b,"rolnictwo i ogrodnictwo, sztuki plastyczne i konserwacja dzieł sztuki",,,,,,1,d8f3dbbf-f30f-4903-9574-4f1c1b48e913,https://sciencerep.up.poznan.pl/entities/person/d8f3dbbf-f30f-4903-9574-4f1c1b48e913,
Magdalena Janyszek-Sołtysiak,dr hab.,,,,0000-0002-6979-8642,,018b3f5b-90ff-405c-8501-ffe44ae78482,rolnictwo i ogrodnictwo,,,15.4,,570.0,6,f030ad7d-06f2-4de7-ab6d-0c0380595c1c,https://sciencerep.up.poznan.pl/entities/person/f030ad7d-06f2-4de7-ab6d-0c0380595c1c,
Zbigniew Kaczmarek,dr hab.,,,,0000-0002-4320-5300,,e1ab41c0-b262-4960-b377-2eae51649405,rolnictwo i ogrodnictwo,,,4.9,,320.0,4,682694aa-b80d-482f-be29-953a296398c7,https://sciencerep.up.poznan.pl/entities/person/682694aa-b80d-482f-be29-953a296398c7,
Agnieszka Irena Mocek-Płóciniak,dr hab.,,,,0000-0002-7073-7732,,148ec435-ceea-4b76-93af-1403431dbba7,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,25.6,,1070.0,15,af18d69f-6417-48eb-bcba-51c3d08479bd,https://sciencerep.up.poznan.pl/entities/person/af18d69f-6417-48eb-bcba-51c3d08479bd,
Aneta Sawikowska,dr hab.,,,,0000-0001-5050-8513,,359ee5e4-ebcf-452e-a3ba-2b9bc6dbdf94,"rolnictwo i ogrodnictwo, matematyka",,,24.099999999999998,,720.0,6,da8ceec8-9783-4dd0-921b-25a040b1645c,https://sciencerep.up.poznan.pl/entities/person/da8ceec8-9783-4dd0-921b-25a040b1645c,
Marcin Kolasiński,dr,,,,0000-0003-1535-0436,,95dfa008-0611-4052-b901-f4aef2496eb6,rolnictwo i ogrodnictwo,,,,,,4,bc28cca7-fa1a-4efa-b825-fc9d909b5982,https://sciencerep.up.poznan.pl/entities/person/bc28cca7-fa1a-4efa-b825-fc9d909b5982,
Bartłomiej Glina,dr hab.,,,,0000-0002-4593-649X,,f388a3cd-a73b-47fb-81cd-8a72569d7da0,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,29.2,,1185.0,14,482bc95b-df88-4c6b-a8e1-dbbddadd37de,https://sciencerep.up.poznan.pl/entities/person/482bc95b-df88-4c6b-a8e1-dbbddadd37de,
Grażyna Szymańska,dr,,,,0000-0003-2358-9068,,6c0fb53f-a089-4efe-b1f5-f12f3e44d6e9,rolnictwo i ogrodnictwo,,,36.7,,1240.0,15,d32ae288-443c-48d5-a13c-74de2fe7037f,https://sciencerep.up.poznan.pl/entities/person/d32ae288-443c-48d5-a13c-74de2fe7037f,
Joanna Perła-Kajan,dr hab.,,,,0000-0002-0791-5057,,f151812b-0b88-4875-866c-a5a5f693d3c6,"rolnictwo i ogrodnictwo, nauki biologiczne, biotechnologia",,,40.2,,1060.0,13,06f046d1-df27-46e5-abe5-17d98aeed726,https://sciencerep.up.poznan.pl/entities/person/06f046d1-df27-46e5-abe5-17d98aeed726,
Jan Bocianowski,dr hab.,,Katedra Metod Matematycznych i Statystycznych,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-0102-0084,,ab183aa4-b352-4779-b13d-00ae8fe88af8,rolnictwo i ogrodnictwo,,,505.2,,14865.0,186,51a5a68b-106b-4e9d-bd9b-79d15d3ec0c1,https://sciencerep.up.poznan.pl/entities/person/51a5a68b-106b-4e9d-bd9b-79d15d3ec0c1,
Mieczysław Grzelak,dr hab.,,,,0000-0002-7579-6117,,c55b81ed-79cf-4625-b034-3b537afc4c51,rolnictwo i ogrodnictwo,,,9.8,,470.0,5,c01e989c-d67f-47bd-8dee-fc92bce736c3,https://sciencerep.up.poznan.pl/entities/person/c01e989c-d67f-47bd-8dee-fc92bce736c3,
Maria Morozowska,dr hab.,,,,0000-0002-1242-0913,,a161f427-43f7-40c6-804d-36ffcdfe313f,rolnictwo i ogrodnictwo,,,,,5.0,1,f087d3c7-f240-4467-b191-12c5185a3618,https://sciencerep.up.poznan.pl/entities/person/f087d3c7-f240-4467-b191-12c5185a3618,
Jędrzej Dobrogojski,mgr,,,,,,586f3a53-9083-4cc3-b0e5-d45e94274ad7,rolnictwo i ogrodnictwo,,,5.6,,120.0,3,11fbd8d3-c187-44af-84c2-60518c20c4d4,https://sciencerep.up.poznan.pl/entities/person/11fbd8d3-c187-44af-84c2-60518c20c4d4,
Ireneusz Kowalik,dr hab.,,,,0000-0003-1011-2551,,862e5b9d-c3b2-4ac1-9a52-c259e119daa9,"inżynieria mechaniczna, rolnictwo i ogrodnictwo",,,13.2,,670.0,61,79a3a1b4-e2cc-4896-9afa-85fbbb4824d1,https://sciencerep.up.poznan.pl/entities/person/79a3a1b4-e2cc-4896-9afa-85fbbb4824d1,
Irena Małecka-Jankowiak,prof. dr hab.,,,,,,fa193f4e-339e-4ace-bb70-7d407a7d1ac4,rolnictwo i ogrodnictwo,,,3.3,,100.0,1,bfc4ea7d-de09-44ef-809d-a0025b812811,https://sciencerep.up.poznan.pl/entities/person/bfc4ea7d-de09-44ef-809d-a0025b812811,
Daniel Lipiński,prof. dr hab.,,,,0000-0002-0199-9245,,4fb6fe9e-87fc-478e-b49e-c152682bf526,"rolnictwo i ogrodnictwo, biotechnologia",,,17.2,,620.0,4,5a42524e-79b2-4abc-87a0-36571ec9f87a,https://sciencerep.up.poznan.pl/entities/person/5a42524e-79b2-4abc-87a0-36571ec9f87a,
Witold Grzebisz,prof. dr hab.,,,,0000-0002-3147-5813,,a8eeca27-c313-44fd-8784-6ab555a70b3f,rolnictwo i ogrodnictwo,,,81.8,,1990.0,31,114c2f6e-b400-4596-86e7-1a8012fce92f,https://sciencerep.up.poznan.pl/entities/person/114c2f6e-b400-4596-86e7-1a8012fce92f,
Romuald Górski,prof. dr hab.,,,,0000-0002-8968-4650,,2e3a3d1d-2406-4b19-9266-48f7b8a26c7e,"rolnictwo i ogrodnictwo, nauki medyczne",,,1.3,,140.0,1,6894e2ea-eb4d-4a30-943b-78e777a60cfd,https://sciencerep.up.poznan.pl/entities/person/6894e2ea-eb4d-4a30-943b-78e777a60cfd,
Monika Kozłowska,prof. dr hab.,,,,0000-0002-8083-5862,,1c29a483-f0b7-4c95-a004-3fde54d0c601,rolnictwo i ogrodnictwo,,,,,,0,fbda636c-de6b-4a15-95f0-30713df3587c,https://sciencerep.up.poznan.pl/entities/person/fbda636c-de6b-4a15-95f0-30713df3587c,
Joanna Elżbieta Zeyland,dr hab.,,Katedra Biochemii i Biotechnologii,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-1208-3291,,820c084a-1c27-448f-ad86-3c67588b082e,"rolnictwo i ogrodnictwo, nauki medyczne, biotechnologia",,,34.7,,1210.0,18,0e52860c-9c5d-441c-b9ad-689938b2c236,https://sciencerep.up.poznan.pl/entities/person/0e52860c-9c5d-441c-b9ad-689938b2c236,
Roman Hołubowicz,prof. dr hab.,,,,0000-0001-6484-1851,,7ecb71c0-6d66-43e2-9b58-85ba0035ad42,rolnictwo i ogrodnictwo,,,14.0,,335.0,16,36459329-3ffc-4fa1-9795-e8ca778acfa1,https://sciencerep.up.poznan.pl/entities/person/36459329-3ffc-4fa1-9795-e8ca778acfa1,
Tomasz Jamruszka,dr,,,,0000-0003-4445-5624,,c33ba83c-f9df-4cd6-9587-3d77e02d4015,"biotechnologia, rolnictwo i ogrodnictwo",,,33.3,,930.0,9,36fc7bfc-89c8-4648-af52-05dd31161d2f,https://sciencerep.up.poznan.pl/entities/person/36fc7bfc-89c8-4648-af52-05dd31161d2f,
Magdalena Jarosz,dr,,,,,,4e3e39cc-c1a8-4679-8742-a1485560afd0,rolnictwo i ogrodnictwo,,,6.699999999999999,,260.0,4,2caf69b2-d49e-45ed-a4f5-830f54b18cdb,https://sciencerep.up.poznan.pl/entities/person/2caf69b2-d49e-45ed-a4f5-830f54b18cdb,
Maria Kozłowska,prof. dr hab.,,,,0000-0002-7507-4050,,1278f34c-eeec-4b2f-b029-0696068c8744,rolnictwo i ogrodnictwo,,,,,,0,7ea5eb50-f611-413b-97a5-711fa934177e,https://sciencerep.up.poznan.pl/entities/person/7ea5eb50-f611-413b-97a5-711fa934177e,
Artur Michał Paszkowski,mgr inż.,,,,0000-0002-4837-5456,,3e75c188-143e-465b-a244-b8c775d21e50,rolnictwo i ogrodnictwo,,,1.5,,100.0,2,a1747932-5be4-4995-8354-e496a431e55b,https://sciencerep.up.poznan.pl/entities/person/a1747932-5be4-4995-8354-e496a431e55b,
Waldemar Spychalski,dr hab.,,,,0000-0002-9646-3039,,8aad9ff6-0e3a-49d5-8916-8be15fc65bdd,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,109.6,,548.7,13,e2d41c2f-0197-4c08-bc18-0d5399506658,https://sciencerep.up.poznan.pl/entities/person/e2d41c2f-0197-4c08-bc18-0d5399506658,
Adam Mieldzioc,mgr,,,,0000-0001-9675-973X,,a8eaef17-41c0-423a-8ba2-48a756458457,"matematyka, rolnictwo i ogrodnictwo",,,2.4000000000000004,,300.0,5,1fe9b477-cfe7-4f84-8ce8-623637148ff1,https://sciencerep.up.poznan.pl/entities/person/1fe9b477-cfe7-4f84-8ce8-623637148ff1,
Anna Szczepańska-Alvarez,dr,,,,0000-0001-9428-8938,,30e64766-901c-4217-b88c-a4526f54797a,"rolnictwo i ogrodnictwo, matematyka",,,12.1,,360.0,7,d0e13c3e-31a7-440d-b6fd-c5ae1aeaab90,https://sciencerep.up.poznan.pl/entities/person/d0e13c3e-31a7-440d-b6fd-c5ae1aeaab90,
Anna Golcz,prof. dr hab.,,,,0000-0001-9913-126X,,461e0e82-8c47-4f85-93d2-57abc6bb0c30,rolnictwo i ogrodnictwo,,,4.6,,140.0,1,f11d98ec-dff8-4716-8fb6-828ca79f7846,https://sciencerep.up.poznan.pl/entities/person/f11d98ec-dff8-4716-8fb6-828ca79f7846,
Agnieszka Tomkowiak,dr hab.,,,,0000-0001-9516-8911,,d9854b8d-b13d-41fa-8e7c-819e5516b826,"rolnictwo i ogrodnictwo, biotechnologia",,,86.0,,2850.0,32,2faa4bbb-a129-4bec-8137-bd8eeedf40e0,https://sciencerep.up.poznan.pl/entities/person/2faa4bbb-a129-4bec-8137-bd8eeedf40e0,
Tomasz Kosiada,dr hab.,,,,0000-0001-9250-4393,,c9686218-9ea1-43b7-87f4-c81c7354df16,rolnictwo i ogrodnictwo,,,13.5,,450.0,6,b449fb52-7ef2-4cac-9b3b-ec94daac3768,https://sciencerep.up.poznan.pl/entities/person/b449fb52-7ef2-4cac-9b3b-ec94daac3768,
Piotr Szulc,prof. dr hab.,,Katedra Agronomii,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-9670-3231,,efd73db4-ec89-42f3-856c-1bb0443eb581,rolnictwo i ogrodnictwo,,,188.5,,5005.0,99,d5bc5072-424b-49a4-92ce-2da11fa5d021,https://sciencerep.up.poznan.pl/entities/person/d5bc5072-424b-49a4-92ce-2da11fa5d021,
Hanna Sulewska,prof. dr hab.,,,,0000-0003-4221-2135,,0258c24a-3932-4dd6-924b-611425a454f8,rolnictwo i ogrodnictwo,,,23.8,,820.0,7,804955f4-9685-43e1-9898-80426c666fee,https://sciencerep.up.poznan.pl/entities/person/804955f4-9685-43e1-9898-80426c666fee,
Roksana Bobrowska,dr,,,,0000-0001-8208-2801,,247029f6-627e-454b-b764-2cc02cfc09be,rolnictwo i ogrodnictwo,,,34.9,,1180.0,14,a9b12673-f948-47a8-868e-383feced1281,https://sciencerep.up.poznan.pl/entities/person/a9b12673-f948-47a8-868e-383feced1281,
Agnieszka Andrzejewska,dr,,,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-9207-8221,,74728009-62e4-4079-99c2-6258d7745cd8,rolnictwo i ogrodnictwo,,,34.7,,1450.0,11,6968b121-d618-43a8-9452-9f221eef2e8b,https://sciencerep.up.poznan.pl/entities/person/6968b121-d618-43a8-9452-9f221eef2e8b,
Agnieszka Wilkaniec,dr hab.,,,,0000-0001-9503-8340,,2254ee15-3fab-46a8-99d5-4739311004e5,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,27.366,,950.0,10,2ffa01a9-26cf-4a9d-9073-d935ea700445,https://sciencerep.up.poznan.pl/entities/person/2ffa01a9-26cf-4a9d-9073-d935ea700445,
Alicja Sylwia Niewiadomska,dr hab.,,,,0000-0002-4237-6407,,dcc9a8e8-2aa2-4cbd-b058-1c67b0d11320,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka, biotechnologia",,,169.7,,2723.7,48,bed1e4f8-04b9-4a1e-939f-aa94095604ec,https://sciencerep.up.poznan.pl/entities/person/bed1e4f8-04b9-4a1e-939f-aa94095604ec,
Katarzyna Panasiewicz,prof. dr hab.,,,,0000-0001-6447-9557,,bcf5d40f-34ba-4c23-8f5b-52729b39b92b,rolnictwo i ogrodnictwo,,,54.2,,1930.0,31,23ce9924-fa6e-453a-8476-1ac29fb10e13,https://sciencerep.up.poznan.pl/entities/person/23ce9924-fa6e-453a-8476-1ac29fb10e13,
Monika Jakubus,prof. dr hab.,,,,0000-0001-8485-5425,,9941c9d4-cf92-4e2c-9e06-f6c39780aece,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,147.9,,1513.7,19,b4c5e6f5-8cbc-4868-a478-5cd047623565,https://sciencerep.up.poznan.pl/entities/person/b4c5e6f5-8cbc-4868-a478-5cd047623565,
Roman Stanisław Andrzejak,dr hab.,,Katedra Fitopatologii i Nasiennictwa,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-5546-0560,,8e9e4e50-1227-496c-821c-452955feef71,rolnictwo i ogrodnictwo,,,39.0,,1250.0,16,ec166e99-f51c-45ad-a799-9386ecff0580,https://sciencerep.up.poznan.pl/entities/person/ec166e99-f51c-45ad-a799-9386ecff0580,
Michał Tomasz Kwiatek,prof. dr hab.,,,,0000-0001-9442-3124,,251a8adc-85d9-4fd3-8f4c-349f2f316663,rolnictwo i ogrodnictwo,,,32.9,,1100.0,12,e8127d2e-9d17-4f80-89ba-4750ab4c308d,https://sciencerep.up.poznan.pl/entities/person/e8127d2e-9d17-4f80-89ba-4750ab4c308d,
Zbigniew Czaczyk,dr,,,,0000-0001-5942-2839,,f0c42cf3-36f8-4770-a00e-a431053aa6e6,"rolnictwo i ogrodnictwo, inżynieria mechaniczna",,,,,,0,33e548e6-880a-4bfc-88e9-409e9f130e25,https://sciencerep.up.poznan.pl/entities/person/33e548e6-880a-4bfc-88e9-409e9f130e25,
Cezary Mądrzak,prof. dr hab.,,,,0000-0003-1489-2188,,42fc7549-bb5b-4fec-bcf5-0084f11b0902,rolnictwo i ogrodnictwo,,,,,,0,0aa0d5e4-e5fa-43e3-ae6f-3005f12bd620,https://sciencerep.up.poznan.pl/entities/person/0aa0d5e4-e5fa-43e3-ae6f-3005f12bd620,
Włodzimierz Breś,prof. dr hab.,,,,0000-0002-0061-3531,,5f165735-98c3-4399-bef5-4bbd1a50644a,rolnictwo i ogrodnictwo,,,10.6,,270.0,3,c3c08b63-79ba-4edb-8b56-1f639559a891,https://sciencerep.up.poznan.pl/entities/person/c3c08b63-79ba-4edb-8b56-1f639559a891,
Jerzy Szukała,prof. dr hab.,,,,,,bed0b623-6c4a-4c79-8f94-0983cf97b079,rolnictwo i ogrodnictwo,,,,,,0,cdb2dfee-7929-45e3-925e-0fc31233cca7,https://sciencerep.up.poznan.pl/entities/person/cdb2dfee-7929-45e3-925e-0fc31233cca7,
Katarzyna Barbara Serwańska-Leja,dr hab.,,,Wydział Medycyny Weterynaryjnej i Nauk o Zwierzętach,0000-0001-9683-3514,,5b9d4dc6-4dd3-4fea-9a23-aa86522bc6cd,"technologia żywności i żywienia, rolnictwo i ogrodnictwo, zootechnika i rybactwo",,,20.6,,640.0,7,0462016b-1c5d-4a1f-990b-6b10579539c4,https://sciencerep.up.poznan.pl/entities/person/0462016b-1c5d-4a1f-990b-6b10579539c4,
Agnieszka Anna Rosińska,dr,,Katedra Fitopatologii i Nasiennictwa,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0003-4723-1650,,00e5e413-56e0-4eb6-92e8-d641ea9a15e9,rolnictwo i ogrodnictwo,,,16.7,,700.0,9,380d3841-dc2c-4bd8-9ae7-76b27d8a5c29,https://sciencerep.up.poznan.pl/entities/person/380d3841-dc2c-4bd8-9ae7-76b27d8a5c29,
Tomasz Kaczmarek,dr,,,,0000-0002-1441-7179,,519b167f-a51a-4e93-839a-3cb4ef91dcae,rolnictwo i ogrodnictwo,,,11.2,,450.0,5,9a0a6857-acbe-42e6-a117-6c4553a2e883,https://sciencerep.up.poznan.pl/entities/person/9a0a6857-acbe-42e6-a117-6c4553a2e883,
Wojciech Antkowiak,dr hab.,,,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0003-3129-8594,,37712ae4-4159-4b09-a145-b293ee063ef0,rolnictwo i ogrodnictwo,,,14.9,,555.0,16,ef477bcf-72be-4cd9-9454-7108629f4703,https://sciencerep.up.poznan.pl/entities/person/ef477bcf-72be-4cd9-9454-7108629f4703,
Grzegorz Antoni Skrzypczak,prof. dr hab.,,,,0000-0002-5433-583X,,00f29065-1683-4265-bd6b-21146167b69f,rolnictwo i ogrodnictwo,,,15.8,,680.0,7,802dd3b9-1ad2-473a-bc75-4ae5eaf4ff47,https://sciencerep.up.poznan.pl/entities/person/802dd3b9-1ad2-473a-bc75-4ae5eaf4ff47,
